timestamp,ip_address,username,password,status
2025-02-05 16:27:58,192.168.1.3,admin,welcome,Success
2025-02-05 16:38:52,192.168.1.5,test,qwerty,Failed
2025-02-05 16:38:28,192.168.1.2,admin,password,Success
2025-02-05 16:21:20,192.168.1.5,test,pass123,Failed
2025-02-05 16:42:57,192.168.1.7,guest,password,Success
2025-02-05 16:23:11,192.168.1.5,user1,qwerty,Failed
2025-02-05 15:50:31,192.168.1.4,user1,12345,Failed
2025-02-05 16:37:20,192.168.1.1,guest,qwerty,Success
2025-02-05 16:45:36,192.168.1.2,operator,letmein,Success
2025-02-05 16:26:10,192.168.1.1,test,welcome,Success
2025-02-05 16:25:44,192.168.1.6,root,12345,Failed
2025-02-05 16:04:48,192.168.1.3,test,welcome,Failed
2025-02-05 15:50:38,192.168.1.3,sysadmin,letmein,Failed
2025-02-05 16:44:02,192.168.1.1,guest,qwerty,Success
2025-02-05 16:22:48,192.168.1.7,test,admin,Success
2025-02-05 16:27:54,192.168.1.4,guest,password,Failed
2025-02-05 16:07:45,192.168.1.1,user1,admin,Success
2025-02-05 16:09:05,192.168.1.4,admin,welcome,Failed
2025-02-05 16:05:58,192.168.1.4,test,pass123,Failed
2025-02-05 16:02:40,192.168.1.2,admin,admin,Failed
2025-02-05 16:18:35,192.168.1.3,admin,password,Failed
2025-02-05 16:20:12,192.168.1.1,guest,password,Success
2025-02-05 16:08:56,192.168.1.3,root,12345,Success
2025-02-05 16:39:01,192.168.1.3,guest,password,Success
2025-02-05 16:32:18,192.168.1.7,root,password,Success
2025-02-05 15:55:27,192.168.1.7,sysadmin,12345,Success
2025-02-05 16:30:07,192.168.1.7,root,12345,Success
2025-02-05 15:58:25,192.168.1.6,sysadmin,letmein,Failed
2025-02-05 15:54:28,192.168.1.2,guest,pass123,Failed
2025-02-05 16:06:13,192.168.1.2,user1,welcome,Failed
2025-02-05 16:07:23,192.168.1.6,user1,pass123,Failed
2025-02-05 15:58:38,192.168.1.6,operator,pass123,Failed
2025-02-05 15:56:46,192.168.1.4,user1,password,Success
2025-02-05 15:58:36,192.168.1.1,sysadmin,password,Success
2025-02-05 16:05:37,192.168.1.7,operator,12345,Success
2025-02-05 16:44:28,192.168.1.2,admin,12345,Failed
2025-02-05 15:58:06,192.168.1.4,user1,pass123,Failed
2025-02-05 16:28:34,192.168.1.5,root,qwerty,Success
2025-02-05 16:24:54,192.168.1.3,sysadmin,pass123,Success
2025-02-05 15:51:12,192.168.1.5,root,letmein,Success
2025-02-05 15:48:57,192.168.1.3,root,12345,Success
2025-02-05 16:00:39,192.168.1.7,operator,12345,Success
2025-02-05 16:31:28,192.168.1.5,admin,admin,Failed
2025-02-05 16:22:54,192.168.1.5,test,letmein,Failed
2025-02-05 15:56:28,192.168.1.2,admin,letmein,Failed
2025-02-05 16:02:26,192.168.1.6,admin,admin,Failed
2025-02-05 16:24:02,192.168.1.3,admin,pass123,Failed
2025-02-05 16:18:08,192.168.1.7,test,qwerty,Success
2025-02-05 15:59:50,192.168.1.7,guest,qwerty,Success
2025-02-05 16:30:18,192.168.1.5,root,qwerty,Failed
2025-02-05 15:45:57,192.168.1.1,root,letmein,Success
2025-02-05 16:07:19,192.168.1.2,user1,admin,Success
2025-02-05 16:02:07,192.168.1.7,test,qwerty,Success
2025-02-05 15:45:47,192.168.1.3,admin,letmein,Failed
2025-02-05 16:44:14,192.168.1.7,user1,letmein,Success
2025-02-05 16:41:22,192.168.1.5,operator,welcome,Failed
2025-02-05 16:07:32,192.168.1.2,admin,letmein,Failed
2025-02-05 16:21:18,192.168.1.1,guest,password,Success
2025-02-05 16:36:33,192.168.1.7,user1,password,Success
2025-02-05 16:35:47,192.168.1.2,guest,admin,Failed
2025-02-05 16:20:18,192.168.1.6,user1,welcome,Failed
2025-02-05 16:06:28,192.168.1.3,sysadmin,welcome,Failed
2025-02-05 15:53:34,192.168.1.2,test,qwerty,Success
2025-02-05 16:34:41,192.168.1.4,sysadmin,password,Failed
2025-02-05 16:43:23,192.168.1.1,user1,letmein,Success
2025-02-05 16:35:53,192.168.1.7,sysadmin,pass123,Success
2025-02-05 16:05:48,192.168.1.6,user1,password,Failed
2025-02-05 16:02:37,192.168.1.1,admin,pass123,Success
2025-02-05 16:11:06,192.168.1.2,user1,password,Failed
2025-02-05 16:34:08,192.168.1.4,root,pass123,Success
2025-02-05 16:07:03,192.168.1.5,user1,letmein,Failed
2025-02-05 16:18:55,192.168.1.3,operator,admin,Success
2025-02-05 16:03:43,192.168.1.6,admin,letmein,Failed
2025-02-05 16:17:36,192.168.1.3,guest,qwerty,Success
2025-02-05 15:58:22,192.168.1.7,user1,password,Success
2025-02-05 16:27:13,192.168.1.6,operator,welcome,Failed
2025-02-05 16:16:57,192.168.1.1,user1,letmein,Success
2025-02-05 15:49:18,192.168.1.5,test,qwerty,Failed
2025-02-05 15:45:58,192.168.1.7,operator,qwerty,Success
2025-02-05 16:29:37,192.168.1.4,user1,password,Failed
2025-02-05 16:14:08,192.168.1.4,operator,pass123,Failed
2025-02-05 16:32:12,192.168.1.4,root,letmein,Failed
2025-02-05 16:39:12,192.168.1.3,root,password,Failed
2025-02-05 16:38:53,192.168.1.6,operator,password,Failed
2025-02-05 16:24:50,192.168.1.6,operator,admin,Failed
2025-02-05 15:56:03,192.168.1.2,root,welcome,Success
2025-02-05 16:17:37,192.168.1.1,test,welcome,Success
2025-02-05 16:11:16,192.168.1.2,sysadmin,welcome,Failed
2025-02-05 16:17:02,192.168.1.6,test,qwerty,Failed
2025-02-05 16:03:48,192.168.1.3,operator,qwerty,Failed
2025-02-05 16:42:33,192.168.1.5,operator,qwerty,Success
2025-02-05 15:47:58,192.168.1.4,test,qwerty,Success
2025-02-05 16:10:09,192.168.1.1,root,admin,Success
2025-02-05 16:40:42,192.168.1.1,operator,pass123,Success
2025-02-05 16:03:40,192.168.1.6,test,pass123,Failed
2025-02-05 16:24:47,192.168.1.6,test,welcome,Failed
2025-02-05 16:12:49,192.168.1.7,operator,pass123,Success
2025-02-05 16:34:58,192.168.1.4,root,pass123,Failed
2025-02-05 15:54:22,192.168.1.1,root,admin,Success
2025-02-05 16:31:30,192.168.1.3,guest,qwerty,Failed
2025-02-05 15:49:41,192.168.1.4,user1,password,Failed
2025-02-05 16:04:20,192.168.1.4,test,welcome,Failed
2025-02-05 16:07:31,192.168.1.5,admin,welcome,Failed
2025-02-05 16:03:04,192.168.1.7,sysadmin,letmein,Success
2025-02-05 15:57:33,192.168.1.5,operator,qwerty,Success
2025-02-05 16:38:35,192.168.1.7,user1,admin,Success
2025-02-05 16:26:59,192.168.1.7,root,12345,Success
2025-02-05 15:58:17,192.168.1.4,test,letmein,Failed
2025-02-05 16:08:27,192.168.1.1,root,welcome,Success
2025-02-05 16:41:48,192.168.1.4,sysadmin,qwerty,Failed
2025-02-05 16:13:01,192.168.1.1,sysadmin,welcome,Success
2025-02-05 16:44:34,192.168.1.4,guest,pass123,Failed
2025-02-05 16:17:41,192.168.1.6,root,qwerty,Success
2025-02-05 16:15:06,192.168.1.4,test,admin,Failed
2025-02-05 16:26:53,192.168.1.4,test,12345,Failed
2025-02-05 16:08:51,192.168.1.4,admin,12345,Failed
2025-02-05 15:54:11,192.168.1.4,operator,12345,Failed
2025-02-05 16:21:31,192.168.1.6,admin,12345,Failed
2025-02-05 15:46:18,192.168.1.3,root,12345,Failed
2025-02-05 16:22:51,192.168.1.7,sysadmin,qwerty,Success
2025-02-05 15:54:18,192.168.1.2,operator,password,Failed
2025-02-05 16:14:22,192.168.1.5,user1,password,Success
2025-02-05 16:38:46,192.168.1.5,admin,pass123,Failed
2025-02-05 16:42:42,192.168.1.3,root,12345,Success
2025-02-05 15:50:31,192.168.1.1,guest,pass123,Success
2025-02-05 16:35:44,192.168.1.1,sysadmin,qwerty,Success
2025-02-05 16:41:15,192.168.1.5,admin,letmein,Failed
2025-02-05 15:48:02,192.168.1.6,admin,admin,Failed
2025-02-05 16:08:47,192.168.1.1,sysadmin,admin,Success
2025-02-05 15:53:16,192.168.1.2,admin,welcome,Failed
2025-02-05 15:53:34,192.168.1.5,test,letmein,Failed
2025-02-05 15:59:05,192.168.1.3,test,12345,Failed
2025-02-05 16:35:50,192.168.1.3,root,welcome,Failed
2025-02-05 16:29:09,192.168.1.3,test,12345,Failed
2025-02-05 16:29:31,192.168.1.1,user1,password,Success
2025-02-05 16:16:50,192.168.1.6,root,12345,Success
2025-02-05 16:24:51,192.168.1.5,operator,qwerty,Failed
2025-02-05 16:00:10,192.168.1.4,test,password,Success
2025-02-05 16:14:41,192.168.1.7,test,qwerty,Success
2025-02-05 16:11:23,192.168.1.1,admin,pass123,Success
2025-02-05 15:46:44,192.168.1.6,user1,admin,Success
2025-02-05 16:20:37,192.168.1.1,root,admin,Success
2025-02-05 16:38:48,192.168.1.6,sysadmin,admin,Failed
2025-02-05 16:00:17,192.168.1.6,guest,12345,Success
2025-02-05 16:11:44,192.168.1.5,sysadmin,welcome,Success
2025-02-05 15:58:21,192.168.1.3,guest,password,Failed
2025-02-05 16:22:41,192.168.1.4,admin,password,Failed
2025-02-05 15:46:29,192.168.1.7,root,welcome,Success
2025-02-05 16:34:19,192.168.1.2,operator,welcome,Failed
2025-02-05 16:08:42,192.168.1.2,user1,admin,Success
2025-02-05 16:23:00,192.168.1.4,admin,qwerty,Failed
2025-02-05 16:30:21,192.168.1.3,operator,pass123,Success
2025-02-05 15:52:35,192.168.1.4,guest,letmein,Failed
2025-02-05 16:12:39,192.168.1.4,user1,password,Success
2025-02-05 16:23:40,192.168.1.3,admin,pass123,Failed
2025-02-05 15:55:08,192.168.1.5,test,12345,Failed
2025-02-05 16:04:26,192.168.1.3,root,password,Failed
2025-02-05 16:15:00,192.168.1.6,user1,qwerty,Success
2025-02-05 16:38:30,192.168.1.4,root,pass123,Failed
2025-02-05 16:18:52,192.168.1.7,test,password,Success
2025-02-05 16:10:04,192.168.1.1,user1,12345,Success
2025-02-05 15:54:07,192.168.1.3,user1,qwerty,Failed
2025-02-05 16:08:40,192.168.1.5,admin,letmein,Success
2025-02-05 16:22:34,192.168.1.2,test,letmein,Success
2025-02-05 16:17:05,192.168.1.3,user1,admin,Failed
2025-02-05 16:36:05,192.168.1.6,root,12345,Success
2025-02-05 16:42:15,192.168.1.5,sysadmin,welcome,Failed
2025-02-05 16:19:55,192.168.1.5,guest,password,Failed
2025-02-05 16:37:37,192.168.1.2,guest,letmein,Failed
2025-02-05 16:38:23,192.168.1.5,guest,letmein,Failed
2025-02-05 16:34:09,192.168.1.1,user1,admin,Success
2025-02-05 16:15:04,192.168.1.5,guest,admin,Success
2025-02-05 16:44:04,192.168.1.7,user1,welcome,Success
2025-02-05 16:38:54,192.168.1.2,guest,qwerty,Failed
2025-02-05 16:14:26,192.168.1.3,operator,welcome,Success
2025-02-05 16:23:48,192.168.1.7,test,welcome,Success
2025-02-05 16:18:03,192.168.1.6,user1,12345,Success
2025-02-05 15:57:49,192.168.1.7,sysadmin,pass123,Success
2025-02-05 16:40:07,192.168.1.3,test,letmein,Success
2025-02-05 15:53:40,192.168.1.3,admin,12345,Failed
2025-02-05 16:35:54,192.168.1.7,test,password,Success
2025-02-05 16:03:09,192.168.1.5,admin,qwerty,Failed
2025-02-05 15:53:34,192.168.1.7,user1,12345,Success
2025-02-05 15:51:52,192.168.1.6,guest,password,Failed
2025-02-05 16:04:38,192.168.1.5,admin,pass123,Failed
2025-02-05 16:45:30,192.168.1.2,admin,welcome,Success
2025-02-05 16:30:23,192.168.1.4,admin,letmein,Success
2025-02-05 16:09:51,192.168.1.4,admin,letmein,Failed
2025-02-05 16:23:20,192.168.1.1,sysadmin,pass123,Success
2025-02-05 16:32:40,192.168.1.7,user1,letmein,Success
2025-02-05 16:44:10,192.168.1.4,operator,qwerty,Success
2025-02-05 16:06:48,192.168.1.4,root,12345,Success
2025-02-05 16:31:55,192.168.1.2,operator,letmein,Failed
2025-02-05 16:20:12,192.168.1.3,admin,admin,Failed
2025-02-05 16:35:41,192.168.1.7,guest,welcome,Success
2025-02-05 16:17:56,192.168.1.4,admin,welcome,Failed
2025-02-05 16:22:41,192.168.1.4,user1,12345,Failed
2025-02-05 16:07:10,192.168.1.6,guest,password,Success
2025-02-05 16:18:27,192.168.1.3,user1,qwerty,Failed
2025-02-05 16:21:14,192.168.1.2,user1,pass123,Failed
2025-02-05 16:28:44,192.168.1.5,sysadmin,welcome,Failed
2025-02-05 16:34:34,192.168.1.1,test,qwerty,Success
2025-02-05 16:00:35,192.168.1.2,admin,password,Success
2025-02-05 15:56:02,192.168.1.1,test,admin,Success
2025-02-05 16:22:46,192.168.1.4,root,12345,Success
2025-02-05 16:35:35,192.168.1.5,user1,letmein,Failed
2025-02-05 15:50:36,192.168.1.3,admin,qwerty,Success
2025-02-05 16:42:12,192.168.1.4,admin,pass123,Success
2025-02-05 16:03:28,192.168.1.5,admin,welcome,Failed
2025-02-05 16:19:18,192.168.1.6,guest,letmein,Success
2025-02-05 16:39:43,192.168.1.5,operator,admin,Failed
2025-02-05 16:39:25,192.168.1.2,operator,password,Success
2025-02-05 16:43:55,192.168.1.7,root,admin,Success
2025-02-05 16:25:01,192.168.1.2,test,qwerty,Failed
2025-02-05 15:48:47,192.168.1.1,sysadmin,admin,Success
2025-02-05 16:37:25,192.168.1.1,guest,12345,Success
2025-02-05 15:54:36,192.168.1.7,test,welcome,Success
2025-02-05 16:28:25,192.168.1.4,root,qwerty,Failed
2025-02-05 16:12:16,192.168.1.1,guest,letmein,Success
2025-02-05 15:47:28,192.168.1.7,sysadmin,letmein,Success
2025-02-05 16:30:16,192.168.1.1,operator,welcome,Success
2025-02-05 16:23:33,192.168.1.3,test,12345,Failed
2025-02-05 16:20:42,192.168.1.1,sysadmin,letmein,Success
2025-02-05 16:40:55,192.168.1.3,user1,welcome,Failed
2025-02-05 16:36:12,192.168.1.5,operator,admin,Failed
2025-02-05 16:25:34,192.168.1.2,test,12345,Success
2025-02-05 15:53:46,192.168.1.7,admin,welcome,Success
2025-02-05 15:45:53,192.168.1.1,test,12345,Success
2025-02-05 15:59:15,192.168.1.5,root,admin,Failed
2025-02-05 16:42:46,192.168.1.5,test,admin,Success
2025-02-05 16:25:02,192.168.1.2,guest,qwerty,Failed
2025-02-05 16:12:35,192.168.1.5,root,letmein,Success
2025-02-05 16:20:08,192.168.1.2,operator,12345,Success
2025-02-05 15:59:10,192.168.1.4,admin,letmein,Failed
2025-02-05 16:28:15,192.168.1.1,admin,letmein,Success
2025-02-05 16:45:18,192.168.1.3,operator,welcome,Failed
2025-02-05 16:32:10,192.168.1.3,operator,admin,Failed
2025-02-05 15:56:18,192.168.1.5,root,pass123,Success
2025-02-05 16:43:42,192.168.1.7,test,qwerty,Success
2025-02-05 16:28:17,192.168.1.7,operator,welcome,Success
2025-02-05 15:58:18,192.168.1.1,operator,12345,Success
2025-02-05 15:56:10,192.168.1.1,operator,admin,Success
2025-02-05 16:28:08,192.168.1.6,root,welcome,Failed
2025-02-05 16:36:03,192.168.1.7,user1,password,Success
2025-02-05 16:32:47,192.168.1.2,guest,welcome,Failed
2025-02-05 15:46:05,192.168.1.1,guest,welcome,Success
2025-02-05 16:42:19,192.168.1.7,user1,password,Success
2025-02-05 16:41:39,192.168.1.3,admin,password,Success
2025-02-05 15:47:53,192.168.1.5,test,12345,Failed
2025-02-05 16:00:22,192.168.1.5,root,admin,Failed
2025-02-05 16:21:28,192.168.1.6,test,12345,Success
2025-02-05 16:29:31,192.168.1.3,operator,admin,Failed
2025-02-05 16:20:51,192.168.1.5,user1,admin,Failed
2025-02-05 16:38:00,192.168.1.3,guest,admin,Success
2025-02-05 16:33:44,192.168.1.1,root,admin,Success
2025-02-05 16:25:19,192.168.1.3,test,admin,Success
2025-02-05 15:55:35,192.168.1.1,admin,letmein,Success
2025-02-05 15:54:35,192.168.1.2,guest,12345,Failed
2025-02-05 16:23:25,192.168.1.4,root,pass123,Failed
2025-02-05 16:01:41,192.168.1.5,root,12345,Failed
2025-02-05 16:21:29,192.168.1.1,sysadmin,password,Success
2025-02-05 15:49:59,192.168.1.5,root,password,Failed
2025-02-05 16:11:53,192.168.1.7,guest,admin,Success
2025-02-05 16:04:01,192.168.1.1,guest,admin,Success
2025-02-05 15:52:10,192.168.1.1,sysadmin,12345,Success
2025-02-05 16:04:22,192.168.1.1,sysadmin,letmein,Success
2025-02-05 16:25:39,192.168.1.4,user1,welcome,Failed
2025-02-05 16:14:15,192.168.1.1,sysadmin,letmein,Success
2025-02-05 16:38:27,192.168.1.2,sysadmin,pass123,Failed
2025-02-05 16:20:05,192.168.1.2,user1,pass123,Failed
2025-02-05 16:17:01,192.168.1.5,operator,password,Failed
2025-02-05 16:27:08,192.168.1.7,guest,admin,Success
2025-02-05 15:53:41,192.168.1.1,root,admin,Success
2025-02-05 16:44:10,192.168.1.4,admin,password,Failed
2025-02-05 16:06:28,192.168.1.1,guest,pass123,Success
2025-02-05 16:10:53,192.168.1.6,user1,password,Failed
2025-02-05 16:22:59,192.168.1.2,user1,12345,Failed
2025-02-05 16:09:30,192.168.1.6,user1,welcome,Success
2025-02-05 16:08:26,192.168.1.7,admin,admin,Success
2025-02-05 16:42:13,192.168.1.7,user1,password,Success
2025-02-05 16:13:29,192.168.1.5,test,qwerty,Failed
2025-02-05 16:30:49,192.168.1.5,root,qwerty,Failed
2025-02-05 16:20:59,192.168.1.4,root,welcome,Success
2025-02-05 16:23:06,192.168.1.6,guest,password,Failed
2025-02-05 16:29:29,192.168.1.5,sysadmin,letmein,Failed
2025-02-05 15:51:57,192.168.1.6,test,password,Failed
2025-02-05 16:25:05,192.168.1.5,guest,letmein,Success
2025-02-05 16:35:25,192.168.1.6,user1,12345,Failed
2025-02-05 16:40:14,192.168.1.5,admin,12345,Success
2025-02-05 15:51:03,192.168.1.4,admin,pass123,Failed
2025-02-05 16:00:28,192.168.1.6,admin,qwerty,Success
2025-02-05 16:04:37,192.168.1.7,operator,welcome,Success
2025-02-05 16:11:44,192.168.1.7,guest,password,Success
2025-02-05 16:40:22,192.168.1.5,guest,password,Failed
2025-02-05 16:12:38,192.168.1.4,sysadmin,password,Success
2025-02-05 16:11:03,192.168.1.7,test,12345,Success
2025-02-05 16:45:43,192.168.1.6,operator,letmein,Failed
2025-02-05 16:35:19,192.168.1.2,guest,password,Success
2025-02-05 16:12:59,192.168.1.7,test,qwerty,Success
2025-02-05 16:43:00,192.168.1.6,operator,welcome,Success
2025-02-05 16:25:12,192.168.1.7,operator,qwerty,Success
2025-02-05 16:25:02,192.168.1.3,sysadmin,qwerty,Failed
2025-02-05 16:31:55,192.168.1.4,root,letmein,Failed
2025-02-05 16:13:56,192.168.1.2,test,letmein,Failed
2025-02-05 16:17:50,192.168.1.3,test,12345,Success
2025-02-05 15:57:18,192.168.1.3,sysadmin,qwerty,Failed
2025-02-05 16:26:59,192.168.1.7,sysadmin,12345,Success
2025-02-05 15:48:00,192.168.1.7,sysadmin,letmein,Success
2025-02-05 16:21:10,192.168.1.2,root,12345,Success
2025-02-05 16:16:48,192.168.1.2,root,admin,Failed
2025-02-05 16:17:00,192.168.1.3,test,letmein,Success
2025-02-05 16:45:16,192.168.1.5,operator,12345,Failed
2025-02-05 16:31:13,192.168.1.6,operator,12345,Failed
2025-02-05 16:14:02,192.168.1.6,guest,letmein,Failed
2025-02-05 16:07:42,192.168.1.3,guest,password,Success
2025-02-05 16:14:34,192.168.1.5,root,admin,Failed
2025-02-05 16:39:01,192.168.1.3,guest,12345,Success
2025-02-05 16:18:26,192.168.1.5,root,pass123,Success
2025-02-05 16:02:34,192.168.1.6,root,qwerty,Failed
2025-02-05 16:03:33,192.168.1.2,guest,12345,Success
2025-02-05 16:17:15,192.168.1.5,test,password,Failed
2025-02-05 16:37:43,192.168.1.5,user1,letmein,Failed
2025-02-05 16:36:26,192.168.1.1,root,pass123,Success
2025-02-05 16:00:13,192.168.1.2,guest,password,Success
2025-02-05 15:54:43,192.168.1.3,sysadmin,12345,Failed
2025-02-05 16:35:09,192.168.1.6,root,letmein,Failed
2025-02-05 16:16:38,192.168.1.2,sysadmin,welcome,Failed
2025-02-05 16:33:58,192.168.1.7,admin,12345,Success
2025-02-05 16:05:36,192.168.1.7,user1,letmein,Success
2025-02-05 16:13:07,192.168.1.1,test,password,Success
2025-02-05 15:48:28,192.168.1.5,test,qwerty,Success
2025-02-05 16:24:38,192.168.1.3,guest,password,Success
2025-02-05 16:07:23,192.168.1.3,sysadmin,welcome,Failed
2025-02-05 16:09:41,192.168.1.3,operator,welcome,Failed
2025-02-05 16:37:38,192.168.1.2,operator,qwerty,Failed
2025-02-05 16:04:09,192.168.1.6,test,welcome,Success
2025-02-05 16:01:14,192.168.1.5,user1,password,Success
2025-02-05 16:25:52,192.168.1.1,sysadmin,password,Success
2025-02-05 16:29:01,192.168.1.6,user1,12345,Failed
2025-02-05 15:55:35,192.168.1.6,operator,admin,Failed
2025-02-05 16:43:17,192.168.1.7,operator,pass123,Success
2025-02-05 16:25:06,192.168.1.5,user1,admin,Failed
2025-02-05 16:45:05,192.168.1.1,sysadmin,admin,Success
2025-02-05 16:25:04,192.168.1.6,root,welcome,Failed
2025-02-05 16:19:11,192.168.1.3,guest,pass123,Failed
2025-02-05 15:46:25,192.168.1.2,operator,admin,Failed
2025-02-05 16:36:18,192.168.1.7,sysadmin,password,Success
2025-02-05 15:58:25,192.168.1.7,admin,admin,Success
2025-02-05 15:56:16,192.168.1.6,root,welcome,Failed
2025-02-05 15:55:46,192.168.1.6,sysadmin,pass123,Failed
2025-02-05 16:14:50,192.168.1.5,operator,welcome,Failed
2025-02-05 16:34:04,192.168.1.1,root,password,Success
2025-02-05 16:27:33,192.168.1.3,guest,pass123,Failed
2025-02-05 16:28:32,192.168.1.3,admin,letmein,Failed
2025-02-05 16:15:21,192.168.1.7,sysadmin,admin,Success
2025-02-05 16:09:28,192.168.1.5,user1,12345,Failed
2025-02-05 16:38:51,192.168.1.6,admin,password,Failed
2025-02-05 16:10:40,192.168.1.3,test,admin,Failed
2025-02-05 15:58:41,192.168.1.2,test,12345,Failed
2025-02-05 16:11:26,192.168.1.2,guest,letmein,Failed
2025-02-05 16:07:03,192.168.1.2,root,welcome,Failed
2025-02-05 16:26:25,192.168.1.7,user1,welcome,Success
2025-02-05 16:07:35,192.168.1.5,admin,qwerty,Failed
2025-02-05 16:11:55,192.168.1.4,test,qwerty,Success
2025-02-05 15:48:31,192.168.1.7,guest,admin,Success
2025-02-05 15:53:19,192.168.1.7,sysadmin,pass123,Success
2025-02-05 16:31:51,192.168.1.1,user1,letmein,Success
2025-02-05 15:55:43,192.168.1.7,user1,admin,Success
2025-02-05 16:06:58,192.168.1.6,sysadmin,welcome,Failed
2025-02-05 15:58:59,192.168.1.7,root,password,Success
2025-02-05 15:55:48,192.168.1.7,admin,password,Success
2025-02-05 16:26:45,192.168.1.5,admin,pass123,Success
2025-02-05 16:15:05,192.168.1.2,root,welcome,Failed
2025-02-05 15:56:14,192.168.1.3,test,password,Failed
2025-02-05 16:31:23,192.168.1.3,user1,pass123,Failed
2025-02-05 16:30:39,192.168.1.6,root,pass123,Success
2025-02-05 15:57:35,192.168.1.5,operator,qwerty,Failed
2025-02-05 16:39:09,192.168.1.2,test,pass123,Success
2025-02-05 15:55:29,192.168.1.1,guest,admin,Success
2025-02-05 16:26:34,192.168.1.3,admin,admin,Success
2025-02-05 16:13:36,192.168.1.6,admin,password,Failed
2025-02-05 16:32:54,192.168.1.7,operator,letmein,Success
2025-02-05 16:28:19,192.168.1.6,operator,welcome,Failed
2025-02-05 16:38:21,192.168.1.5,test,admin,Failed
2025-02-05 15:51:03,192.168.1.2,test,letmein,Failed
2025-02-05 15:50:51,192.168.1.6,guest,pass123,Failed
2025-02-05 16:02:30,192.168.1.1,root,letmein,Success
2025-02-05 16:14:45,192.168.1.4,operator,letmein,Success
2025-02-05 16:41:06,192.168.1.5,test,admin,Failed
2025-02-05 16:08:18,192.168.1.6,sysadmin,qwerty,Failed
2025-02-05 16:43:21,192.168.1.4,sysadmin,admin,Failed
2025-02-05 16:21:58,192.168.1.2,admin,admin,Success
2025-02-05 16:45:07,192.168.1.4,test,12345,Failed
2025-02-05 16:11:30,192.168.1.6,admin,password,Success
2025-02-05 16:12:37,192.168.1.5,user1,letmein,Failed
2025-02-05 16:37:50,192.168.1.1,user1,12345,Success
2025-02-05 16:33:26,192.168.1.4,user1,pass123,Success
2025-02-05 15:49:56,192.168.1.5,test,letmein,Failed
2025-02-05 15:54:27,192.168.1.2,operator,welcome,Success
2025-02-05 15:47:02,192.168.1.2,admin,qwerty,Failed
2025-02-05 16:17:04,192.168.1.1,user1,qwerty,Success
2025-02-05 16:29:21,192.168.1.2,sysadmin,qwerty,Failed
2025-02-05 15:57:43,192.168.1.3,test,welcome,Failed
2025-02-05 16:35:42,192.168.1.1,test,welcome,Success
2025-02-05 16:22:35,192.168.1.5,admin,qwerty,Success
2025-02-05 16:13:25,192.168.1.5,user1,pass123,Failed
